polygon_hean05a3;74.35787091071097,31.57931657844233@74.35794876076491,31.579319370936105@74.35795285813438,31.57932355967523@74.35795231181856,31.579345201491392@74.35795477024283,31.579346365029878@74.35802579134406,31.579350786476184@74.35802936680321,31.579355268696688@74.35802159848853,31.579470235837377@74.35801640848533,31.579474191862516@74.35786307050097,31.57946709416629@74.35785852311224,31.579463720030844@74.35786562532098,31.57932245051431@74.35786644479566,31.579320356144294@74.35787091071097,31.57931657844233
polygon_q8llqsq3;74.35826691180273,31.57934582957982@74.35848636515152,31.579379991338314@74.35849008612453,31.579384293346493@74.35848153658333,31.57942485235732@74.3584770189884,31.579427408261367@74.35826076597121,31.579393704308828@74.35825657501923,31.57939313305495@74.35825305462038,31.57938884865193@74.35826110353386,31.57934885890367@74.35826691180273,31.57934582957982
polygon_9fbs3tb4;74.3584571160956,31.579000712682145@74.35854596426904,31.579008567453997@74.35854948466789,31.579012423432744@74.35854831120156,31.57902470543749@74.35855266979209,31.579028132973306@74.35855619019094,31.579028132973306@74.35855987822842,31.57903270302127@74.35855568846173,31.579077085553394@74.35855015640615,31.579080227459684@74.35852869873452,31.579078942134203@74.35852434014399,31.57908194122659@74.35852232848731,31.57909950733638@74.35852098743348,31.57910993562767@74.35851931105401,31.579112077835873@74.35851562301656,31.579114505671583@74.35842610429,31.579106508094853@74.35842249816724,31.57910276600289@74.3584222579251,31.579099912699775@74.35843281912304,31.57902107940137@74.35843298903478,31.5790193646732@74.35843835345179,31.5790166512066@74.35844656771832,31.57901707964892@74.35845025575577,31.579013794926595@74.35845176449797,31.57900365513113@74.3584571160956,31.579000712682145
polygon_dxexgay1;74.35818725245139,31.579079720860122@74.35822840388118,31.579082715734884@74.35823253970523,31.579087472300614@74.35822591607501,31.57914301936178@74.35822074629698,31.579146718907978@74.35818042203107,31.57914301935979@74.3581771133741,31.579139143641967@74.35818186957022,31.57908294571567@74.35818373384694,31.57908150945689@74.35818725245139,31.579079720860122
polygon_3tus5i6b;74.35825834979278,31.57909003985266@74.35836600598796,31.57909986432108@74.35836931463902,31.57910479705488@74.35836265504344,31.579157565702843@74.35835789884732,31.57915985589905@74.35831819495513,31.579156684857963@74.35831467950632,31.57916038440625@74.35831240480758,31.57917148305036@74.35830723502943,31.579174125584544@74.35826050023971,31.579169016685597@74.35825739837281,31.579164964800015@74.35826091382162,31.579137306271434@74.35825719158262,31.579133606722266@74.35825264217826,31.57913395906003@74.35824809277389,31.579129731004016@74.35825346934215,31.579092206996933@74.35825834979278,31.57909003985266
polygon_ea68lrwr;74.35848051782818,31.57912406910515@74.35851371282197,31.57912731961231@74.35851695601087,31.579131707795753@74.3585108511844,31.579167788405897@74.3585058910135,31.5791703888098@74.35847517610594,31.5791669757796@74.3584715513656,31.5791627501236@74.35847574843373,31.57912748213751@74.35848051782818,31.57912406910515
polygon_y4xzaiai;74.35841155222585,31.57912230337091@74.35843569210722,31.579123574754668@74.3584598319886,31.579126730600535@74.35846318474884,31.5791313006431@74.35845818256584,31.57916887384289@74.3584612000515,31.579172444187137@74.35849187781741,31.579174729207594@74.35849539821626,31.57917901362046@74.35849439238854,31.579190581535116@74.35849740987294,31.579194294692144@74.35851333548905,31.579195294388754@74.3585166882506,31.57919986442792@74.35851143188142,31.57924132173592@74.35850589982462,31.579244320823122@74.35847706607805,31.579241892990765@74.35847270748886,31.579244892077938@74.358472481077,31.57925037646288@74.35847639886671,31.57925336445529@74.35848280518238,31.579255410217968@74.35849935325874,31.579256231823393@74.35850229758753,31.57926184629268@74.35849408334246,31.579316151761304@74.35848922183871,31.579318293964775@74.35847061401284,31.579317151456024@74.35846793180437,31.579320436167663@74.3584659201477,31.579327148404587@74.35846105864397,31.579329719048104@74.35840674052926,31.57932386087002@74.35840422595805,31.57932014771754@74.35840472887256,31.57931229297246@74.3584014802035,31.57930862612008@74.35839125428151,31.57930748361123@74.35838723096816,31.579302627949787@74.358394104074,31.57925292892628@74.35839510990169,31.57925150079015@74.35839890680327,31.579248416355398@74.35841767458479,31.5792499873056@74.35844003690289,31.579251558255848@74.35844284534045,31.579249408655045@74.35844389257767,31.579246645125792@74.35843971899084,31.579242796552577@74.35842830623756,31.57924151862605@74.35840583873815,31.579239361628268@74.3584016477862,31.579234220336104@74.35840777471165,31.579198383767206@74.3584126362154,31.57919552749219@74.35841766535776,31.579195241864895@74.35842152103254,31.579192385589792@74.35842236342953,31.579182542205388@74.35841901066922,31.579180542812395@74.35840274977718,31.579178543419985@74.35839956465298,31.57917440182075@74.3584055552156,31.57912446886324@74.35841155222585,31.57912230337091
polygon_cm8pqnb7;74.3582185787908,31.579310382758266@74.35825797373522,31.57931252496134@74.35826199704854,31.579316523740957@74.35826065594495,31.579338088585246@74.35825545916529,31.579340802041884@74.35821522602924,31.57933823139865@74.35821187326775,31.57933437543339@74.3582132143726,31.57931295340228@74.3582185787908,31.579310382758266
polygon_e4hz8zqf;74.35808423301489,31.57942102602128@74.35809676626624,31.579422294470632@74.35810112485552,31.579426150432255@74.3581009572182,31.57942872107307@74.35809877792292,31.57944871494452@74.3580947546096,31.579451571211166@74.35808084065019,31.579450999958155@74.35807631442233,31.579447001184334@74.35807882899348,31.57942400823123@74.35808423301489,31.57942102602128
polygon_l3h7a8s3;74.35811023354566,31.57937295962178@74.35815650165304,31.579376101518108@74.35816002205195,31.579379814667718@74.35815225090238,31.579459267128797@74.3581562742157,31.579456696488805@74.35817639078374,31.5794579818091@74.35817857007768,31.579461837769216@74.35817588786924,31.57949425638965@74.35817035581371,31.57949725546868@74.35815225090238,31.579495970148955@74.35814873050353,31.57949197137704@74.35814370136117,31.57949568452257@74.35809994782329,31.579491971378744@74.35809575687267,31.579488543859966@74.35810648575466,31.579376006892517@74.35811023354566,31.57937295962178
polygon_fjd7kbjf;74.35831891947896,31.578344718938084@74.3585775220437,31.57837063775453@74.35858070593358,31.578376062621928@74.35857044673358,31.578455024548347@74.3585736306234,31.578457736979658@74.35859839420766,31.57845954526711@74.35860398354967,31.578465472246123@74.3585848254967,31.578589110389302@74.35858022654449,31.57858971315116@74.35855546296162,31.578588206246863@74.35855263283702,31.578593932482732@74.35853954372999,31.57869131635836@74.35853352971682,31.578691919118967@74.35827464616327,31.57866617310249@74.35826969344723,31.57866074825145@74.35827287733574,31.57863633641925@74.35826863215016,31.578632117089555@74.35822794912073,31.578629404663346@74.35822511899613,31.5786239798107@74.35823618493973,31.578536357292805@74.35823300105122,31.578531233815596@74.35822344938296,31.578529726910915@74.35821319018436,31.578524302051918@74.35820434604662,31.578515260619923@74.35819903956536,31.57850621918763@74.35819727073786,31.578497177753874@74.35819974709582,31.57848331422096@74.35820611487418,31.578475176928578@74.35821283641772,31.578468546541757@74.35822026549317,31.578464025823465@74.35823017092656,31.578461012010763@74.35823689612809,31.5784592129329@74.35824432520215,31.57845981569554@74.35824892415428,31.578457404645405@74.3582581220559,31.578388991074377@74.35826024464865,31.578370606801954@74.35826590489651,31.578366387460235@74.35828394693584,31.578367894368114@74.35830588039553,31.578370908183274@74.35830941805054,31.578367894368114@74.35831154064337,31.578348907328163@74.35831543206368,31.5783452907489@74.35831891947896,31.578344718938084
polygon_h7y9pb0t;74.35831527291455,31.578556916915502@74.35832665325484,31.578461983309737@74.35833117932901,31.57845914214134@74.35845910048852,31.57846969505043@74.35846172084507,31.578474362683252@74.35845224908795,31.578566227538815@74.35844642031435,31.578570572495963@74.3583218302843,31.578558779040733@74.35831527291455,31.578556916915502
polygon_k1ixsnhh;74.35877650276029,31.57730211253957@74.35890974136109,31.577326595204525@74.35884834710464,31.577579211418993@74.35875605744707,31.577946263376944@74.35869969268623,31.578173706094077@74.35827738084211,31.57809375525018@74.3582750559653,31.57808688522158@74.35829139077521,31.578020864768845@74.35831190329986,31.57793607420423@74.35831798136923,31.577918274548566@74.35832102040322,31.57791536187743@74.35834115400806,31.5779176272881@74.35859453351438,31.577963582757235@74.35860251098055,31.577965524537035@74.35860555001449,31.577960346457132@74.35866025732187,31.577746123092524@74.35869801545519,31.577595218310194@74.3587067526795,31.57755800070828@74.35870219411015,31.577553793509935@74.35863740172749,31.577542339358743@74.35849963515912,31.57751744743298@74.35844189350235,31.57750676759227@74.35843581543298,31.57750288401293@74.35846799832183,31.577370853669933@74.35847673554753,31.577332988713295@74.3584820538573,31.577329105127276@74.3586165311371,31.57735434843451@74.35874417923253,31.57737763912455@74.35875101705997,31.57737472643649@74.35876811163433,31.57730773458114@74.35877229030694,31.577304498258215@74.35877650276029,31.57730211253957
polygon_gg89ku7l;74.35988711742215,31.577457832744315@74.35993310142612,31.57746244160174@74.35993730911218,31.57746730650736@74.35993430362151,31.577489326600343@74.35992829264129,31.57749239917193@74.35988260918731,31.577487534267576@74.35987930314778,31.577482669363036@74.35988200808842,31.577461161364397@74.35988711742215,31.577457832744315
polygon_dmn43tmv;74.36005127284463,31.577466009652653@74.36051367646482,31.57754376877581@74.36051848808836,31.577550332060312@74.36049621958355,31.577644429443936@74.36049057822933,31.57764620009246@74.36028481724057,31.577612051860342@74.36016813009041,31.577592827423786@74.36016456712974,31.577595862823188@74.36012572736041,31.577761486515172@74.36012958723427,31.577765533707392@74.36019758040374,31.577777169383353@74.36045228691842,31.577820094152813@74.36045644370668,31.577824900189967@74.36042764304878,31.577946568866423@74.36042170478024,31.577949098355674@74.36020014070195,31.577911836586466@74.36009562718382,31.57789438309713@74.36009206422315,31.577898430282644@74.36005054353222,31.57808002752529@74.36002940850304,31.578171672682387@74.36003297146374,31.578175972805937@74.36029217686499,31.57821947991721@74.36035929467394,31.57823086906336@74.3603613730686,31.57823567508025@74.36034474591798,31.57830422402293@74.36032266463914,31.578401597204106@74.36031583563098,31.578403114890662@74.36013828141557,31.57837225525762@74.35999785917059,31.578348492835403@74.35999459312308,31.578347733991237@74.359990436336,31.578351275262463@74.3599693316016,31.578443621892987@74.35997259764903,31.578448174950495@74.36018073394456,31.5784833346668@74.36018578147238,31.578480046348886@74.36019765800833,31.57843198630016@74.3602030024494,31.578428950928@74.36027489412072,31.578440603808545@74.3602778632459,31.57844540981509@74.36026598670992,31.578497264069938@74.36026895584422,31.578500805334556@74.3602891459555,31.57850434660004@74.36029414930073,31.578509473817974@74.3602665363538,31.578628359057518@74.36025970735108,31.578630382637343@74.36010201357456,31.57860320476952@74.35979988708357,31.578552652560944@74.35979543338215,31.57854809950753@74.35981887437097,31.57844197508946@74.35985539682827,31.578282866766898@74.359852427694,31.578277554857507@74.35984441103187,31.578277301908614@74.35983936350411,31.578272242946852@74.35985927056862,31.578188508229204@74.35985630143432,31.57818471400357@74.35984353415878,31.578182184519704@74.3598396742837,31.57817864324298@74.35986642934995,31.578061514151514@74.3598923151348,31.577947364622062@74.35992232149636,31.577819370632753@74.35992677519775,31.577816335240627@74.35993033815845,31.57781608229145@74.35994073013165,31.57781810589114@74.35994429309233,31.577814564600587@74.35996126380783,31.57774015109237@74.35996512368175,31.57773989814295@74.35996868664984,31.577738886346268@74.35997581257234,31.577740909942406@74.35998056318581,31.577737621598345@74.36001684941144,31.577577458180713@74.36004166839572,31.577470727312743@74.36004344987609,31.577467944859393@74.36004701283673,31.577465921256362@74.36005127284463,31.577466009652653
polygon_ry84e5nu;74.35971955581255,31.578587176142534@74.35985194816266,31.578606325215404@74.35985554456033,31.578611112482633@74.35985014996561,31.578637346704966@74.35984209724614,31.578676498697334@74.35984434499429,31.57868051999924@74.35990278643962,31.57868894558341@74.36002350110957,31.578706758625003@74.36020437634787,31.578733751724528@74.36022353175224,31.578736571082672@74.36022735292372,31.57874154983425@74.36022240787821,31.578765677624986@74.36020487553594,31.57885663556678@74.36020397643745,31.578858933449@74.36019925616279,31.578861614318285@74.36017215105264,31.578858147765914@74.3599648490943,31.578828466769806@74.35968253056956,31.57878743378639@74.35967774121264,31.57878648690466@74.3596750439153,31.57878304007862@74.35967468468121,31.5787813145119@74.35968592341996,31.578724058880397@74.35970750218104,31.578620080900365@74.3597127952354,31.578592331247947@74.35971391910945,31.57858984186859@74.3597161668576,31.57858811845162@74.35971955581255,31.578587176142534
polygon_gjnig50v;74.36057060444824,31.578937630657975@74.36060386752271,31.57894303522498@74.36060592503242,31.578944203780367@74.36062581429454,31.57896742880898@74.36062667159035,31.578969765918572@74.36062684304872,31.578971664819818@74.36062015614195,31.57900102475236@74.36061822759822,31.57900303202348@74.36059113705278,31.579019099644142@74.36058907954305,31.57902012212884@74.36058547889877,31.579020268199983@74.36055652988779,31.57901512186129@74.36055104319485,31.579013953307353@74.3605342401979,31.578993649676136@74.36053072528549,31.57898941366598@74.3605296108008,31.57898722262695@74.36053670201201,31.578955885243587@74.36056602152686,31.578937918710125@74.36056807903651,31.57893704229383@74.36057060444824,31.578937630657975
polygon_6b2f19pf;74.36073353646702,31.57896324073421@74.36076941101257,31.578965097317237@74.36077259613552,31.57896923892575@74.36076874045946,31.579014939422237@74.36076715043379,31.579031375159857@74.36076228892793,31.57903437425331@74.36072590252073,31.579032282189715@74.3607222144833,31.57902771214175@74.36072389086408,31.57900443345737@74.36072728428809,31.578969309673425@74.36072745192538,31.578965739321433@74.36072912830616,31.578964739622364@74.36073150002389,31.57896341892178@74.36073353646702,31.57896324073421
polygon_qrr3q4b4;74.36062283483716,31.578652551832633@74.36064177793762,31.57865569375322@74.36064513069917,31.578660549448315@74.36063456950131,31.578715533037737@74.36062870308928,31.578742892415946@74.36062400922034,31.57874517744831@74.36060506611855,31.57874174990208@74.36060154571973,31.57873760828346@74.36061508308916,31.578668856637037@74.36061759766031,31.57865528925406@74.36062283483716,31.578652551832633
polygon_4taunoe5;74.36105329473324,31.579004803451653@74.36111364443602,31.579007088476217@74.36111800302655,31.57901051601324@74.361115656094,31.579051646442124@74.36111129750347,31.57905507397699@74.36105027724884,31.579052217698674@74.36104608629688,31.579048361721604@74.36104876850541,31.579008088174817@74.36105329473324,31.579004803451653
polygon_59dg5nvh;74.36059728481243,31.577564494214798@74.36077045493147,31.577593200274507@74.36077451821816,31.577598353004234@74.36076529812522,31.577635199573194@74.36074467864285,31.577724745061275@74.36072348191396,31.577817432401773@74.36070655889529,31.57789183920785@74.36070102683976,31.577894124259686@74.36062709845345,31.57788184210598@74.36052867047405,31.57786555598571@74.36052498243657,31.57786127151192@74.3605403814257,31.577795282660276@74.36055460676846,31.577732262002115@74.36057102931045,31.577660251114764@74.36058923833531,31.577580380753943@74.36059208997997,31.577567487702126@74.36059728481243,31.577564494214798
polygon_psgswjf1;74.36062566855267,31.577976074528436@74.36066204601266,31.577980358996427@74.36066523113564,31.577985214726695@74.36065349647151,31.57806133540737@74.36065157688759,31.578071936118263@74.36064671538387,31.578074649611793@74.3606088291817,31.578070222332784@74.36060564405872,31.578066223499675@74.360617972451,31.57799101361516@74.36062066985897,31.57797856931076@74.36062566855267,31.577976074528436
polygon_cmvoo4xg;74.36060672942543,31.57811545944081@74.36062533725135,31.578118744194796@74.36062919292607,31.578122885841466@74.36061846409092,31.578177441301875@74.36061745826188,31.578178583824013@74.3606134349447,31.578181011686127@74.36059365365386,31.57817758411916@74.36059264782486,31.578176155966034@74.36059080380682,31.57817344247492@74.36060119736607,31.578118887012153@74.36060346048127,31.578116601964787@74.36060672942543,31.57811545944081
polygon_o1qibqdr;74.35952869260072,31.579408680962374@74.35963148644043,31.579424733110912@74.35973372060371,31.579440626325308@74.35976960418247,31.579446048489174@74.35977091009309,31.57944843247114@74.35977296223948,31.579451293249065@74.3597694176232,31.579461941699932@74.35975710475077,31.579517726847556@74.35975374669374,31.579519792963907@74.35967091463397,31.579507237335534@74.35955721889741,31.579489277874544@74.3595551667525,31.579489277874544@74.35955050278486,31.579492456515055@74.35954210764294,31.579527262625504@74.35954024232441,31.579535368078027@74.35953427244607,31.579538387785107@74.35950274402649,31.579532666233945@74.35949882629453,31.579527898274875@74.3595046096136,31.579500244106143@74.35952065347738,31.57942186179139@74.35952274346397,31.57941222758562@74.35952404937458,31.579410479331656@74.35952610152097,31.579409525738612@74.35952869260072,31.579408680962374
polygon_v49cyb3g;74.35977395481248,31.57945876194418@74.35993287569622,31.579481469261736@74.35998879140672,31.57948961691673@74.35999314999725,31.579493901315104@74.35997554790495,31.579557615205857@74.3599706864012,31.579560757095408@74.35993112381823,31.579553187996765@74.35992827397118,31.579550046106462@74.3599271005049,31.579548617974382@74.35992860924708,31.57953890667639@74.35992525648547,31.579535193533147@74.35986323040194,31.57952619629944@74.35986054819344,31.579526767552508@74.35985803362229,31.57952862412435@74.35985501613663,31.57954290544633@74.35985032227151,31.579545190457694@74.3598199439603,31.57954084813558@74.3598164235602,31.579536563738785@74.35981826757956,31.579533279034777@74.35981608828428,31.57953113683682@74.35979479824994,31.579526995252692@74.35979127785109,31.579529708704385@74.35978574579556,31.57955755727923@74.35978826036546,31.579561556048375@74.35990342771552,31.579579407694425@74.35990747411597,31.579580264441987@74.3599084374516,31.57958195406708@74.35990543577228,31.579601576084983@74.35990107718308,31.579604432346997@74.35989856261187,31.57960457515999@74.35980719986728,31.579592007605584@74.35974796930611,31.579584124721862@74.35974461654459,31.579579697514532@74.35975635120872,31.579523429116108@74.35976901784784,31.57946248781269@74.35977119714309,31.579460202799282@74.35977395481248,31.57945876194418
polygon_zsy1lflz;74.35999828211393,31.579491072900666@74.36010121188409,31.579509924252363@74.36021583827991,31.57953109682107@74.36040764573661,31.579567228251733@74.36051779614382,31.579587652515386@74.36052199080669,31.579592599386842@74.36051344126545,31.579623304204844@74.3604904614225,31.579710420606773@74.36048492936095,31.57971327687136@74.36042770589441,31.579702219921273@74.36021916780575,31.579663318047054@74.36004015349994,31.579630031629534@74.35990822700487,31.57960560931666@74.35990571243366,31.579601610549418@74.35990973574704,31.57958361609512@74.35991124449052,31.57958233077656@74.35991292086999,31.57958118827166@74.35991459725074,31.579580759831927@74.35991660890747,31.579581045458028@74.35991912347859,31.579579617326942@74.3599204645835,31.579577760755583@74.35992398498234,31.57956547882371@74.35992651997432,31.579556009714423@74.35992953746,31.579554010330014@74.35993171675395,31.57955286782476@74.35995753301611,31.57955815191238@74.35996993823338,31.579560865363163@74.35997580556483,31.579557437846404@74.35999321459494,31.579493557049474@74.35999539389016,31.579491986103335@74.35999828211393,31.579491072900666
polygon_ggbla523;74.35969906052807,31.57912299223429@74.3598363561016,31.57913755924585@74.35989972329003,31.579144271495352@74.35990253498457,31.579145820150345@74.35990544553377,31.579149585022392@74.35990393679026,31.57915986761627@74.35990611608554,31.57916400921613@74.35996312242673,31.57916967316129@74.36005876327297,31.579179681536232@74.36010972524551,31.579185251272904@74.36011307800578,31.579185679713873@74.36011827478671,31.579182680624854@74.36011777187218,31.579178539025776@74.36011827478671,31.579172398034032@74.36012045408069,31.579170541454573@74.36012296865184,31.579168970502963@74.36012665668926,31.579168399248218@74.36013637969671,31.57916968457195@74.36028826202627,31.579185107712917@74.3603269605342,31.579189084547693@74.36033044428015,31.57919419461976@74.36032507986175,31.579237003746883@74.36032742679433,31.57924028846132@74.36041476622555,31.579248857281357@74.3604568451012,31.5792530912356@74.3604603655001,31.579258089713633@74.3604576832916,31.579275798603774@74.36044846313288,31.5793367800307@74.3604389076836,31.579402006360553@74.36042646226943,31.579486911979018@74.36042103593402,31.579523987291438@74.360416006793,31.57952698636899@74.36038767595966,31.579524558544023@74.36038415556078,31.579519988520744@74.36038801123556,31.57948814116206@74.36038398791919,31.57948399957654@74.3603596804005,31.579482000190083@74.3602374293533,31.579469110871926@74.36022318011806,31.57946768273858@74.36021999499505,31.579463398339016@74.36021925853481,31.579460253100066@74.36022395240053,31.57942652911707@74.36023403771713,31.579358372525803@74.360239443323,31.579320331490408@74.3602362581943,31.5793169039639@74.3601660178455,31.579309620472443@74.36010157736246,31.57930316179042@74.36009671585873,31.57930601806214@74.36009386601171,31.57932644040021@74.36008115569871,31.579416001872715@74.36007625793914,31.579448596646557@74.36007122879684,31.579451452913233@74.36001188492298,31.579445597565964@74.35990467902346,31.579434719734664@74.35989143561483,31.57943329160011@74.35988858576778,31.579429150012217@74.35988808069371,31.57942496477827@74.35989545676856,31.579375265705863@74.35990490419587,31.579310111560673@74.35990792742177,31.57928796079868@74.35990256300485,31.579283533577296@74.35980348890789,31.579272965368034@74.35976077677537,31.579268564508283@74.35975625054755,31.579270992339886@74.35975205959562,31.579300411942@74.35973702926344,31.579403661928566@74.35973588587777,31.579410616361173@74.35973119201262,31.579413758256152@74.359663130959,31.579406331958964@74.3595415937875,31.579393377913775@74.35953790575005,31.579388807884087@74.3595457846084,31.579335252878593@74.35955639401823,31.579262464740623@74.35956527885233,31.57920187211228@74.35956997580044,31.579168448408282@74.3595751725814,31.57916502087764@74.3596809521986,31.57917516065612@74.35968413732155,31.579174589400893@74.35968665189267,31.579172875635663@74.35968732244578,31.57916859122254@74.3596931223619,31.57912955318271@74.3596934576378,31.579125268767555@74.35969546929448,31.57912412625646@74.35969906052807,31.57912299223429
polygon_z2huprw5;74.35870241153992,31.57929644704471@74.35878790695185,31.579302159587897@74.35879193026645,31.579306586808343@74.3587877393145,31.579344860837296@74.3587820396204,31.57934771710771@74.3586980529507,31.579342004567337@74.35869402963738,31.57933814860226@74.3586972147603,31.57930030301152@74.35869939405427,31.579298017994148@74.35870241153992,31.57929644704471
polygon_dqq9y2qh;74.35856823409662,31.579338786469748@74.35867233733305,31.579358637547102@74.35877927979533,31.57937920762072@74.35878313547008,31.57937992168806@74.35878799697383,31.579377493859283@74.35879017626911,31.57936849661091@74.35879570832464,31.57936535471437@74.35879771998131,31.579365211900978@74.35879922872482,31.579365497527732@74.35880543133212,31.57936678284929@74.35883812075468,31.579373637896182@74.35892174793693,31.57939001290063@74.35897321282266,31.579400295467977@74.35897706849866,31.57940500831097@74.35896129908153,31.579460398273838@74.35894996930051,31.5794999225039@74.35894477252086,31.579502778769537@74.35887101177315,31.579488640254638@74.35879103575954,31.57947362206319@74.35878614723575,31.579469337663852@74.35879438851975,31.5794417746892@74.35879405333142,31.57943933138226@74.35879026121091,31.579436278158312@74.35872448353436,31.57942433597742@74.35869180385583,31.579417729981046@74.35868895400881,31.579418301234767@74.35868576888583,31.579420300622616@74.35867369894453,31.579463858697835@74.35866850216487,31.579466572150864@74.35864419464619,31.579461716497747@74.3585369059794,31.57944086534252@74.35849236489909,31.57943201079884@74.35848867686161,31.579426869517334@74.3585047048989,31.57936846369003@74.35850621364108,31.579366178674334@74.35850856057371,31.579364464912672@74.35851040459303,31.579363608031798@74.35851627192446,31.57936432209928@74.35854057944442,31.57936703555515@74.35854426748188,31.579366178674334@74.35854929662293,31.57935960925421@74.35855935490758,31.579344756650514@74.35856170184016,31.57934161475316@74.35856254003056,31.579340186617884@74.35856823409662,31.579338786469748
polygon_r34sncy0;74.35887781433158,31.579492126421272@74.3589732003908,31.57951012089326@74.35897621787521,31.579515119357012@74.3589688418003,31.579539826046116@74.35896330974478,31.579542967936774@74.3588701029808,31.579524687844312@74.35886574439158,31.579520117820493@74.35887278519056,31.57949469706024@74.35887781433158,31.579492126421272
polygon_f6kjp2l8;74.3587429730297,31.579466860004985@74.35880298745533,31.579478427883302@74.35880650785549,31.57948299790914@74.35879980233241,31.579508133046247@74.35878645108721,31.57955806165465@74.35878091903041,31.5795612035447@74.35872174279393,31.579549778489223@74.35871839003366,31.579545208467167@74.35872241334698,31.57952864213388@74.358734818448,31.579478946983684@74.3587369977433,31.57947037818481@74.35873833884688,31.57946880723827@74.3587429730297,31.579466860004985
polygon_5wzn4ys4;74.35860561812612,31.57946570025277@74.35870301584072,31.57947226966543@74.35870770970718,31.579476696877805@74.35870385403109,31.579514113957444@74.35869899252734,31.57951682740898@74.35860142717414,31.57950997237316@74.35859690094631,31.57950511672226@74.35860092426097,31.57946855651896@74.35860561812612,31.57946570025277
polygon_9i4j8msq;74.35820335351644,31.57946030639387@74.35828532852946,31.579465590486762@74.35828868128752,31.57947001769888@74.35828599907907,31.57950186506376@74.35828096993671,31.579505435395802@74.35820100658034,31.579499437238184@74.35819916256105,31.57949858035856@74.35819648035252,31.579495295653203@74.35819865964783,31.57946287703261@74.35820335351644,31.57946030639387
polygon_c2k8nq62;74.35829601309203,31.5794425243307@74.35833909607382,31.579444809344537@74.35834278411133,31.579449236558233@74.3583421135582,31.57946751666549@74.3583446281294,31.579469944491905@74.35835435113682,31.57947065855859@74.3583570333466,31.57947465733139@74.35835468638194,31.579505790644546@74.3583540158289,31.579507361590473@74.35834898668779,31.579510503482197@74.35830674189509,31.579507790030505@74.35830288622032,31.579502505939473@74.35830355677211,31.579492794636693@74.35829936582019,31.579487938984926@74.35829165446938,31.579487510544823@74.3582869606042,31.579483368959316@74.3582902091388,31.579455072716314@74.3582913826051,31.57944578984892@74.35829389717625,31.579443076394767@74.35829601309203,31.5794425243307
polygon_dvl1qy0a;74.3578186707247,31.57951893386891@74.3578723149044,31.57952250419973@74.35787667349496,31.5795269314103@74.3578703032477,31.57959019765063@74.35786584117992,31.579635632623294@74.35786114731476,31.579639345763127@74.35780750313376,31.579636203875694@74.35780364745901,31.57963263354928@74.35780293042015,31.579630221899592@74.35780963594198,31.579566098807405@74.35781365552225,31.579522914763444@74.35781499662716,31.579521486630938@74.3578186707247,31.57951893386891
polygon_qbi83tx6;74.35777455070593,31.57966737262771@74.35784629979696,31.57967051451405@74.35785099366342,31.57967451327832@74.35784931728261,31.579708074328707@74.35784713798483,31.579746491002822@74.35784308371802,31.579816010124418@74.35784156886504,31.57984726230913@74.35783653972072,31.579851261065244@74.35776495826701,31.579848404810292@74.35776244369578,31.579847119495398@74.35776043203708,31.57984497730307@74.35776285441838,31.579795331071978@74.35776586306505,31.579734170345077@74.35776914739122,31.579678289729472@74.3577696503057,31.579671291892595@74.35777455070593,31.57966737262771
polygon_tmrmqe7w;74.35768363136972,31.579998800609815@74.35779410485333,31.58000165685965@74.35779863108115,31.58000565560971@74.35779779289072,31.580031361855845@74.35779479228282,31.580101318127745@74.35779043369362,31.580105602498534@74.35767811619058,31.58010231781462@74.35767426051581,31.580098890317743@74.35767560161938,31.580063187222294@74.35767793977135,31.580003476615673@74.35767877796175,31.580001905678117@74.35768112489433,31.57999990630276@74.35768363136972,31.579998800609815
polygon_h6ypkmlv;74.35763262583009,31.580235196919602@74.35777997968691,31.580239481283726@74.35778400300023,31.580243194398946@74.35778366772439,31.58026490184136@74.35778165598231,31.580329806251697@74.35777972102974,31.580376441862995@74.35777553007779,31.58037958372546@74.35762649983889,31.58037558499143@74.35762197361228,31.580371015009348@74.35762484924922,31.58029639075926@74.35762753160068,31.58023847133383@74.35763262583009,31.580235196919602
polygon_7zek0pme;74.35754678596606,31.58051885913129@74.35774917677008,31.580528523802826@74.3577516726217,31.580529296976707@74.35775484915854,31.580532389671447@74.35775439536786,31.580548433022642@74.35774872288198,31.580632322355342@74.35774371683104,31.58071420067604@74.35774112934155,31.58075240385375@74.35773613764005,31.580755883127452@74.35767737169934,31.580752790440116@74.35767306068473,31.58075665629869@74.35767011104247,31.580799953908624@74.3576651193408,31.58080323988709@74.35752966271596,31.580795894758353@74.35752512480516,31.580791255729693@74.35753168864423,31.580681403988606@74.35753628455257,31.58060058030526@74.35754159771278,31.58052300575892@74.3575422783997,31.58052107282444@74.35754477424962,31.580518753303295@74.35754678596606,31.58051885913129
polygon_kukm3n01;74.35751461876887,31.58094573844599@74.35758268742396,31.58094535186116@74.35758745223094,31.580949797589767@74.35758699844024,31.58099676766625@74.35758382190014,31.58099908717628@74.35751395698489,31.58099897845007@74.35750964597034,31.580995885770776@74.35750873838884,31.580949495571133@74.35751461876887,31.58094573844599
